store_code,store_name
0555,东莞樟木头镇蓓蕾街店
760019,杭州富阳区春秋南路店
0223,深圳福田区上沙2店
0498,深圳市龙岗区长海雅园店
1285,广州花都区深航花园店
811004,青岛市市北区延吉路店
780016,宁波江东区白鹤店
1172,广州增城区盛世名门店
770117,镇江市润州区三茅宫店
700189,武汉市武昌区融侨城店
0641,东莞市寮步镇万科松湖传奇店
1617,广州市黄埔区新福港鼎峰花园店
770085,南京市江宁区新城珑湾花园店
0441,深圳市龙岗区乐城店
720034,上海普陀区阳光威尼斯店
760101,杭州市江干区冠宇隽园店
310017,叶爱艳(深圳)
1614,清远市清城区时代倾城店
0576,东莞大岭山镇领尚天地店
790033,重庆市沙坪坝区南方新城店
700118,武汉江汉区北湖正街店
730026,北京西城区马连道中里店
3051,三亚天涯区和平街店
750037,郑州市金水区长基花园店
790117,重庆市康德国会山2店
720239,上海静安区临汾路2店
1473,江门市蓬江区嘉盈苑店
5007,成都成华区新鸿路店
1615,佛山市顺德区保利中央公园店
770230,南京市秦淮区八宝前街店
760071,杭州市拱墅区密渡桥路店
710125,苏州昆山市启航社河西店
770236,南京市雨花区自在城大方路店
4001,金华婺城区东莱路店
740012,南昌西湖区龙盛佳园店
1381,广州花都区雅宝新城店
780042,宁波市北仑区长江新花园店
0472,深圳市宝安区凤凰花苑店
811017,青岛市李沧区湖山美地店
720096,上海徐汇区华滨家园店
750119,郑州市二七区联合雅园店
790146,重庆市渝北区高岩路店
0401,深圳市光明新区光明大第店
3009,海口龙华区亚洲亚洲豪苑店
4049,义乌万达广场店
0089,深圳龙岗区东大街1店
700137,武汉汉阳区蔡家馨苑店
1182,广州增城区凤凰城2店
0748,惠州市惠城区城市时代花园店
0379,深圳市福田区香荔花园店
0606,东莞市莞城区东湖花园店
0829,汕头市潮阳区中信华庭店
760005,杭州余杭区桃安路店
1012,佛山南海区万科金色家园店
803059,合肥市包河区春晖园店
730149,北京市丰台区万年花城店
0602,东莞市沙田镇海港路店
730113,北京市通州区新通国际花园店
1023,广州海珠区英豪花园店
790028,重庆市南岸区东海长洲店
760061,杭州市下城区三塘桂园店
700009,武汉洪山区名都花园店
790127,重庆市江北区同创国际店
720311,上海浦东新区唐安路店
0580,东莞南城区金域中央店
0562,东莞樟木头镇御景花园店
730105,北京市朝阳区福润四季店
3089,三亚市吉阳区春光路店
1340,广州天河区东方一路店
720025,上海闵行区东川路店
0137,深圳罗湖区罗湖边检店
710045,无锡北塘区颐和湾公寓店
3079,海口市琼山区滨江帝景店
790095,重庆市渝北区江与城店
1019,广州天河区世纪绿洲店
3081,海口市美兰区国瑞城店
750026,郑州市金水区国贸360店
1266,广州花都区玫瑰路店
720147,上海宝山区三湘盛世花园店
1437,广州黄埔区中海誉城南苑店
1239,中山火炬开发区盛华园店
0531,东莞大岭山中惠沁林山庄店
750116,郑州市二七区鑫苑国际城市花园店
0376,深圳市宝安区天琴阁店
750005,郑州管城回族区远大理想城店
1002,广州白云区富力桃园店
803085,芜湖市鸠江区东方红郡店
6039,泉州丰泽区丰泽广场店
0037,深圳福田区梅兴苑店
780007,宁波江北区育才家园店
770120,南京栖霞区金山花苑店
6071,厦门市思明区莲花二村店
0084,深圳宝安区富士康1店
0056,深圳福田区田面店
1375,中山三乡镇雅居乐花园店
0828,汕头市澄海区猛狮国际广场店
1570,江门市蓬江区兴华苑店
0405,深圳市南山区大冲店
0816,汕头市龙湖区逸景蓝湾店
5120,成都市高新区怡馨家园店
760031,杭州江干区太平门直街店
0571,东莞虎门镇永新街店
1259,中山坦洲镇中澳新城店
700065,武汉江岸区海虹景店
790045,重庆市南岸区巨成龙湾店
710055,无锡惠山区华惠路店
750131,驻马店市驿城区民生天都星城店
6043,厦门湖里区中央美地店
0514,东莞南城区新天地花园店
720266,上海浦东新区博兴路2店
1585,肇庆市四会市锦绣棕榈园店
5134,成都市龙泉驿区果壳里的城2店
1522,珠海香洲区水岸花都店
710070,苏州吴江区鲈乡南路店
780041,宁波市江东区江南一品店
1514,广州市海珠区第三金碧店
1477,佛山市顺德区富华路店
720312,上海浦东新区康沈路店
700212,武汉市汉阳区宁康园店
0403,深圳市龙岗区学府道花园店
1309,广州番禺区珠江花园店
770075,南京市栖霞区花港幸福城玉兰园店
881915,北京海淀区果多美万泉庄店
5042,成都锦江区天仙桥北街店
881916,北京市朝阳区果多美潘家园华威路店
5125,成都市绵阳市涪城区长虹国际城店
0411,深圳市坪山区御景印象店
803027,合肥市蜀山区领势公馆店
730101,北京朝阳区大屯里店
5144,成都市龙泉驿区东山国际新城店
720211,上海闵行区莘西南路店
1383,中山东区万科朗润园店
1604,茂名市茂南区汇景新城店
740061,南昌市西湖区新田绿洲店
1545,佛山市南海区桂丹颐景园店
770082,马鞍山市花山区国际华城店
700041,武汉武昌区锦江国际店
730129,北京市西城区陶然北岸店
0587,东莞虎门镇地标广场店
0244,深圳南山区米兰公寓店
821003,昆明市西山区水岸艺城店
1507,广州市海珠区逸景翠园3店
780014,宁波江东区惊驾路店
720105,上海长宁区新渔东路店
710112,无锡惠山区钱桥大街店
770158,南京市秦淮区金沙井店
770181,南京市雨花台区明尚西苑店
831005,太原市小店区恒大绿洲店
0070,深圳罗湖区松泉公寓店
1168,佛山禅城区世纪康城店
750050,郑州市二七区鑫苑景园店
1349,广州番禺区华南碧桂园2店
0239,深圳南山区天骄华庭店
4011,金华婺城区双溪西路店
6052,泉州市晋江市香榭花都店
1611,广州市荔湾区花语水岸店
0307,鲜果吧客深圳福田区丰盛町店
750109,郑州市金水区中海锦苑店
5106,成都市高新西区中海国际店
821016,昆明市西山区光辉城市店
700012,武汉江汉区日月华庭店
700285,武汉市洪山区保利公园九里店
5114,成都市武侯区香月楠岸店
881087,北京市大兴区果多美黄村西大街店
770139,南京市浦口区金棕榈店
720152,上海普陀区真光路2店
710052,无锡滨湖区经贸路店
0633,东莞市樟木头镇绿茵山庄店
4050,金华婺城区府上街店
1164,广州白云区时代玫瑰园2店
1343,中山石岐区孙文东路店
0081,深圳罗湖区宝安南路店
700050,武汉武昌区安顺花园店
770047,南京浦口区旭日上城店
0708,惠州惠城区东湖六街店
740090,南昌市西湖区安石路店
710088,苏州吴江区流虹路店
310011,深圳绿源餐饮管理有限公司
0807,汕头市龙湖区世贸花园店
851027,南宁市青秀区半岛融园店
881201,上海市普陀区果多美金沙江店
760077,杭州市江干区环丁路店
740076,上饶市信州区国际公馆店
770102,南京市江宁区银河湾花园店
730147,天津市河东区中山门店
760113,杭州市余杭区良渚玉琮路店
720144,上海闵行区古美路店
0335,深圳市南山区崇文花园店
730087,北京市大兴区林肯公园店
700284,武汉市洪山区保利城店
0270,深圳龙华新区美丽家园店
5077,成都武侯区中海龙湾半岛店
0087,测试门店1
5014,成都成华区汇融名城店
1474,广州市天河区珠江新城华穗路店
0710,惠州惠城区美地花城店
770151,南京市玄武区网巾市路店
1244,广州番禺区雅居乐花园2店
5149,成都市金牛区高家庄赞城店
770193,南京市鼓楼区和会街店
780019,宁波江东区民安路店
780022,宁波鄞州区四明中路店
5072,成都武侯区中海锦城店
700028,武汉东西湖区万科高尔夫店
1312,广州荔湾区万科金色康苑店
6035,泉州晋江市泉安中路店
0150,深圳宝安区凯旋城店
0433,深圳市罗湖区爱国路店
881086,北京市海淀区果多美永太店
1217,佛山禅城区锦华路店
5025,成都锦江区蓝谷地店
5074,成都武侯区中铁骑士公馆店
700143,武汉武昌区东湖国际店
750138,郑州市金水区阳光嘉苑店
5001,成都武侯区罗浮店
1347,中山南区城市风景店
700051,武汉洪山区金地西岸店
700182,武汉市江夏区金地艺境店
760107,杭州市余杭区九曲营路店
0407,深圳市龙华区九方店
790072,重庆市南岸区渝能国际店
0556,东莞樟木头镇香樟绿洲店
881080,北京市海淀区果多美保福寺桥南店
0436,深圳市罗湖区罗小四街店
790026,重庆市九龙坡区华宇名都城店
710165,南通崇川区德民花苑店
740074,上饶市信州区米兰春天店
0738,惠州市惠城区万科金域华庭店
700133,武汉洪山区万科金色城市店
0167,深圳宝安区丽沙花都店
750054,郑州市二七区康桥华城店
790103,重庆市绿韵康城店
700036,武汉江岸区温馨苑店
710087,苏州昆山市虹褀路店
4042,东阳西门街店
881010,北京市丰台区果多美洋桥店
760024,杭州下城区朝晖路店
851020,南宁市江南区邕江明珠店
710021,苏州吴中区山水华庭店
3021,海口琼山区绿色佳园店
1385,清远清城区维港半岛店
0276,深圳福田区皇御苑店
720082,上海闵行区水清路店
720290,上海浦东新区灵山路店
803021,合肥市瑶海区中兴西湖花园店
310002,宝钜(中国)儿童用品有限公司
770187,南京市雨花台区景明佳园店
790126,重庆市江北区东方明珠店
1103,广州白云区京溪路店
803044,合肥市蜀山区汉嘉都市森林店
710017,苏州高新区学府路店
0735,惠州市惠城区达利美居店
803010,合肥市瑶海区家天下生活广场店
720089,上海宝山区顾荻路店
1303,珠海香洲区景和街店
730060,北京朝阳区翠城罄园店
1191,佛山南海区中海金沙湾3店
700134,武汉洪山区狮城名居店
1269,中山坦洲镇海伦堡店
1220,佛山禅城区高基街店
780078,宁波市江东区福明家园店
720191,上海嘉定区华江公路店
750049,郑州市郑东新区正弘山店
0605,东莞市东城区新世纪星城2店
1357,中山小榄镇广源路店
710005,苏州工业园区新街口店
1485,佛山市顺德区天佑城店
720070,上海浦东新区梅花路店
4076,义乌市现代花园店
710140,苏州张家港市君临新城店
720278,上海闵行区永德路2店
730061,北京市丰台区威尔夏大道店
750030,郑州市管城区幸福港湾店
1387,佛山顺德区嘉信城市广场2店
750124,洛阳市洛龙区盛唐至尊店
730102,北京市丰台区草桥东路店
881603,河北省廊坊市果多美馨语星苑店
0712,惠州市惠城区下埔路店
1056,广州越秀区五羊邨店
770159,南京市江宁区天地新城店
0127,深圳罗湖区景亿山庄店
3109,琼海市南方市场店
780079,宁波市江东区演武花园店
730013,北京朝阳区富力城店
700019,武汉武昌区锦绣江南店
0075,金色花园店
710142,苏州张家港市新市河路店
1648, 佛山市三水区北江明珠店
1179,广州荔湾区龙津东路店
1290,佛山顺德区天福苑店
750125,郑州市惠济区鑫苑逸品香山店
1380,佛山顺德区万科缤纷四季花园店
700064,武汉江汉区常青南园2店
6031,泉州丰泽区世纪巨星店
0025,深圳宝安区美丽365花园店
1490,广州市番禺区锦绣银湾店
700219,武汉市洪山区未来城店
700157,武汉市硚口区南大天地店
700018,武汉洪山区都市桃源店
1197,佛山顺德区御景坊店
5145,乐山市市中区领地亚马逊店
1020,佛山禅城区丽日豪庭店
811022,青岛市李沧区海怡新城锦绣苑店
0280,深圳龙岗区新鸿花园店
730057,北京朝阳区酒仙桥路店
790042,重庆市南岸区云满庭店
0222,深圳罗湖区新秀村店
1246,广州增城区金竹家园店
803054,合肥市滨湖区保利拉菲公馆店
730029,北京丰台区开阳里店
851014,南宁市青秀区盛天茗城店
700005,武汉江岸区航天双城店
0221,深圳罗湖区莲塘路店
1157,佛山南海区怡翠玫瑰园店
760075,杭州市萧山区金惠路店
770195,南京市建邺区五矿崇文金城店
720026,上海宝山区环镇北路店
4029,义乌芳草园店
1129,广州天河区猎德花园店
803082,芜湖市鸠江区万科城店
720140,上海长宁区宣化路店
1292,广州天河区五山花园店
790039,重庆市江北区首创鸿恩国际店
1441,广州市番禺区万科欧泊店
3060,海口市美兰区海甸三东路3店
1527,江门开平市天御云景苑店
700295,信阳市羊山新区恒大名都店
770128,南京市建邺区茶南大街明清园店
730006,北京朝阳区阳光上东店
0196,深圳福田区新闻路2店
5119,成都市郫都区公园一号店
770088,镇江市润州区凤鸣新村店
1472,广州市番禺区广州碧桂园2店
770096,南京市建邺区莱蒙水榭春天店
710127,苏州昆山市萧林中路店
790116,重庆市南岸区都市风采店
720184,上海虹口区甘河路店
790133,重庆市江北区金砂水岸店
803024,合肥市庐阳区市一医院店
5008,成都高新区天府店
0742,惠州市仲恺高新区富丽嘉园店
1123,广州番禺区金龙路店
780050,宁波市鄞州区金湾华庭店
760096,杭州市下城区颜三路店
811019,青岛市黄岛区金沙滩一号店
1475,佛山市顺德区碧桂园2店 
803102,芜湖市鸠江区伟星幸福里店
821013,昆明市盘龙区万宏国际店
790067,重庆市江北区阳光100城市广场店
770014,南京栖霞区万寿路店
720302,上海市松江区人民北路店
790066,重庆市渝中区雍江御庭店
760122,杭州市拱墅区和东路店
700166,武汉市江岸区现代城店
750091,郑州市金水区观洲国际店
720238,上海浦东新区德川路店
1513,广州市黄埔区青年路2店
4070,义乌市宏迪路店
1481,佛山市顺德区明日华府店
730131,北京市朝阳区美立方店
0374,深圳市龙岗区万科天誉店
710081,无锡滨湖区南湖家园店
770209,南京市栖霞区青秀城店
0599,东莞市东城万达广场
760055,杭州市西湖区文鼎苑店
700140,武汉江岸区友益街店
310013,岳桂元(深圳)
881203,上海市普陀区果多美延长西路店
790137,重庆市渝北区民心佳园店
0191,深圳福田区港中旅花园店
1113,广州番禺区华南新城店
710098,无锡新吴区尚东雅园店
1374,佛山顺德区金威郦都店
0530,东莞长安镇莲峰路店
790129,重庆市江北区金科花园店
710150,无锡新吴区国际一花园店
0715,惠州惠阳区中铭豪园店
790021,重庆市九龙坡区盛世华城店
0638,东莞市樟木头镇帝雍园店
720078,上海虹口区临平路店
5023,成都区浅水半岛店
720279,上海松江区仓华路店
803081,合肥市滨湖区万达星辰店
750014,郑州中原区帝湖花园店
780048,宁波市鄞州区集仕港1店
790144,重庆市渝北区幸福里店
720274,上海嘉定区德华路店
0057,深圳罗湖区松园店
204002,汕尾市海丰县梅陇镇城南新区店
790061,重庆市沙坪坝区富洲新城店
1517,江门鹤山市华侨新村店
1090,广州海珠区下渡路店
1629,珠海市香洲区心海州店
0573,东莞桥头镇石竹山水园店
710093,无锡崇安区中山路店
760051,杭州市上城区春江花月店
700255,鄂州市鄂城区吴都古肆店 
5030,成都青羊区大地锦苑店
760017,杭州江干区红苹果家园店
0616,东莞市南城区中熙弥珍道店
803083,芜湖镜湖区市伊顿公馆店
1001,广州白云区富力半岛花园店
720150,上海虹口区车站南路店
700121,武汉东西湖区金地格林春岸店
881902,北京市东城区果多美南小街店
202007,梅州市五华县华兴北路店
720071,上海浦东新区德平路店
1022,广州天河区华景新城店
1367,珠海香洲区金桦城市花园店
740072,南昌市西湖区桃苑大街店
710066,无锡新区长江国际花园店
720008,上海松江区沪亭北路店
760010,杭州余杭区藕花苑店
720288,上海浦东新区龚华路店
720039,上海浦东新区万科新里程店
6028,厦门思明区源昌国际城店
1529,江门台山市东方广场店
730081,北京市西城区阳光丽景园店
1321,广州白云区合一潮流城店
770166,南京市鼓楼区人和街店
803097,芜湖市镜湖区万达广场店
720143,上海宝山区红太阳广场店
0627,东莞市虎门镇南部湾万科城店
831048,太原市迎泽区264医院店
720059,上海徐汇区斜土路店
700241,信阳市浉河区泰和苑店
720136,上海奉贤区人民南路店
730003,北京朝阳区芳园里店
770030,南京秦淮区五福街店
0386,深圳市龙岗区麓园店
770148,南京市建邺区恒山花苑店
1432,肇庆端州区康乐北路店
1586,江门市江海区天鹅湾店 
790128,重庆市渝北区锦上华庭店
1233,中山石岐区恒信花园店
0453,深圳市福田区香榭里店
0831,汕头市金平区天华美地店
1134,广州白云区京溪路2店
5036,成都武侯区高升桥北路店
0334,深圳市中洲花园店
0591,东莞塘厦镇天麓山碧桂园店
1293,佛山南海区江滨花园店
740055,南昌市新建区都市未来花园店
1185,佛山南海区海棠花园店
0237,深圳南山区鼎太风华店
760072,杭州市滨江区长江小区店
1605,中山市东区竹苑路店
3078,海口市琼山区振兴路店
0080,深圳罗湖区莲塘国威店
203007,普宁市流沙尚堤店
1489,广州市海珠区保利天悦店
710136,苏州工业园区湖东邻里中心店
740110,九江市开发区泰山路店
1399,广州番禺区群贤路店
4020,金华婺城区浦江街店
881043,北京市朝阳区果多美平乐园店
720317,上海杨浦区永吉路店
0001,深圳宝安区圣淘沙店
720303,上海杨浦区双阳路店
0256,深圳南山区留仙居3店
720124,上海浦东新区荷泽路店
1528,中山市东区万象花园店
760037,杭州市富阳区秋月小区店
831007,太原市万柏林区万科蓝山店
1608,广州市天河区远洋天骄店
203001,普宁市御景城店
1264,广州白云区香柏广场店
790059,重庆市沙坪坝区巨东青春华庭店
1310,肇庆四会区盈峰国际店
3104,儋州市解放北路店
803056,合肥市包河区世纪阳光花园店
770175,南京市江宁区莱茵东郡店
4060,义乌市长春店
0493,深圳市宝安区星航华府店
5017,成都成华区建和路店
700227,武汉市洪山区凯乐桂园店
0318,深圳市龙岗区华为荔枝苑2店
4081,金华市婺城区兰溪街店
790108,重庆市南岸区万友七季城店
1353,珠海香洲区恒福阁店
803036,合肥市瑶海区芳邻家园店
750083,郑州市惠济区托斯卡纳店 
5093,成都市双流县慕和南道店
0614,东莞市万江区0769家园2店
0339,深圳市龙岗区金地名峰店
720080,上海杨浦区珠江香樟园店
6050,厦门市集美区中航城店
3038,海口美兰区海甸岛万恒城市花园店
831043,太原市小店区平阳南路保利香槟国际店
4016,金华婺城区胜利街四牌楼店
1209,广州天河区石牌东路店
881025,北京市丰台区果多美蒲黄榆店
770099,南京市浦口区天润城第九街区店
881055,北京市朝阳区果多美双井桥西店
710037,苏州相城区华辰嘉园店
4024,义乌义驾山店
1119,佛山顺德区名门豪苑店
3088,海口市海甸岛一东路店
0597,东莞市长安镇万达广场店
6073,厦门市思明区瑞景店
5097,成都市郫都区龙湖弗莱明戈店
720196,上海闸北区临汾路店
770066,南京市六合区阿尔卡迪亚店
0036,深圳宝安区桃源居1店
720207,上海嘉定区星华公路店
730136,天津市东丽区保利玫瑰湾店
780060,宁波市江北区宁沁家园店
851021,南宁市兴宁区盛天果岭店
710022,苏州高新区时代花园店
0705,惠州惠城区升平苑店
1515,肇庆市端州区星荷湖畔店
803041,合肥市蜀山区大溪地御倾城店
750040,郑州市管城区金色港湾店
720094,上海徐汇区丝庐花语店
0609,东莞市虎门镇人民中路店
6051,厦门市湖里区幸福第二城店
0180,深圳龙岗区碧湖花园店
730041,北京朝阳区九龙花园店
0408,深圳市宝安区中粮锦云店
720250,上海闵行区浦驰路店
750084,郑州市金水区瀚宇天悦店
1037,佛山顺德区威斯广场店
1451,中山市坦洲镇东城四季店
5064,成都高新区中海翠屏湾店
790044,重庆市沙坪坝区华宇金沙时代店
730022,北京石景山区金顶阳光店
202002,梅州市梅县客家新世界广场店
770156,南京市浦口区明发滨江新城西区店
0459,深圳市宝安区园岭大道店
0212,深圳南山区滨海之窗店
1642,清远市清城区万科华府店
4035,金华婺城区西京花园店
710101,苏州昆山市花园路店
0438,深圳市福田区盛捷公寓店
710126,苏州相城区御窑路店
4041,义乌北门街店
750105,洛阳市洛龙区长城花苑店
881060,北京市昌平区果多美立水桥西路店
730072,北京市丰台区彩虹城店
1210,佛山禅城区九鼎国际店
730084,北京市东城区景泰鼎盛园店
730071,北京市朝阳区兴隆家园店
700011,武汉江岸区华清园店
770063,镇江市京口区世纪名门店
700006,武汉硚口区融侨锦城店
700068,武汉武昌区解放路店
841011,徐州泉山区普查小区店
730027,北京朝阳区和平家园店
1547,广州市白云区深业江悦湾店 
710108,苏州昆山市樾河北路2店
5141,成都市武侯区川大店
0303,鲜果吧客深圳龙岗区万科店
881910,北京市西城区果多美荣丰店
0815,汕头市金平区同益花园店
1121,广州天河区林和东路店
851029,南宁市西乡塘区云星城市春天店
790141,重庆市渝北区鲁能星城4店
720162,上海宝山区共康路2店
5148,成都市新都区富力桃园店
1401,广州荔湾区岭南湾畔店
831047,太原市迎泽区并州东街中银欧尚店
730152,北京市昌平区天通苑前置仓店
730023,北京石景山区重聚园店
790057,重庆市巴南区恒大城店
770174,南京市雨花台区春江新城店
3042,海口龙华区西沙路2店
700104,武汉江岸区东立国际店
700031,武汉洪山区大华世家店
1445,广州市越秀区淘金街店
730065,北京市海淀区交大嘉园店
770129,南京市鼓楼区金域中央店
0813,汕头市金平区聚龙花园店
740032,南昌红谷滩新区江信花园店
750016,郑州金水区恒大名都店
780061,宁波市江东区曙光社区店
740047,南昌市西湖区珠宝街店
310009,筑博设计股份有限公司
730155,北京市海淀区马甸前置仓店
831004,太原市晋源区绿地店
841006,徐州经济技术开发区城置国际花园店
740051,南昌市西湖区桃花苑店
730082,北京市朝阳区格林莱雅店
0042,深圳宝安区新境园店
1419,佛山顺德区东城花园店
0224,深圳南山区南国丽城2店
720255,上海虹口区祥德路店
730070,北京市丰台区四方景园店
5055,成都成华区华润二十四城2店
0086,深圳宝安区锦绣江南店
1332,江门蓬江区江华路店
6042,泉州丰泽区裕景湾店
870010,西安市长安区国色天香店
0314,深圳龙华新区曼海宁花园店
0024,深圳罗湖区布心店
0162,深圳罗湖区笋岗店
3095,海口市龙华区学院路店
0048,深圳宝安区榕苑店
0170,深圳南山区桃园村店
1062,广州增城中颐海伦堡店
3072,海口市龙华区金盘路店
720237,上海嘉定区城中路店
5019,成都成华区天祥路店
0091,深圳宝安区桃源居2店(停)
770214,泰州市海陵区时尚广场店
0541,东莞虎门镇太沙路店
1526,中山市西区水悦熙园店
5084,成都市温江区置信学府杏林店
0817,汕头市龙湖区东德园店
720230,上海浦东新区秋岚路店
770019,南京鼓楼区东宝路店
760083,杭州市西湖区西城年华店
740092,丰城市海棠华城店
770051,南京江宁区金王府店
700181,武汉市东湖高新区万科城市花园店
4003,金华婺城区中村路店
0745,惠州市惠城区水北新村店
4044,东阳十字街店
740040,南昌市西湖区站前西路店
780032,宁波市北仑区学府名苑店
3096,三亚市天涯区警苑小区店
1044,广州白云区云山诗意店
790004,重庆市江北区望海花园店
1600,珠海市香洲区棕榈假日店 
811003,青岛市市南区漳州二路店
821038,昆明市五华区春城慧谷2店
1256,广州海珠区敦和路店
860009,福州市仓山区金港路店
0098,深圳南山区东滨路店
770011,南京栖霞区金尧华府店
790025,重庆市渝中区重庆总部城店
0333,深圳市龙岗区城市广场店 
710086,无锡滨湖区建筑路店
770105,镇江市丹徒区瑞泰城市花园店
3047,海口美兰区海甸岛三西路店
740113,景德镇市珠江区景翰店
710044,无锡滨湖区渔港家园店
750034,郑州市管城区橡树玫瑰城店
5076,成都成华区上东壹号店
0623,东莞市松山湖保利红珊瑚店
750098,洛阳市洛龙区宝龙广场店
710013,苏州相城区香城花园店
0810,汕头市金平区桂园南苑店
3001,海口美兰区五指山路店
0568,东莞万江区万福路店
700210,武汉市黄陂区天居园店
1438,广州南沙区丰庭花园店
881071,北京市昌平区果多美百果常鲜店
1535,江门恩平市金沙时代广场店
720121,上海普陀区兰溪路店
803034,合肥市蜀山区凤凰城燕园店
770007,南京栖霞区南大和园店
720287,上海闸北区大宁路店
0195,深圳罗湖区洪湖花园店
201010,河源市源城区万隆一品
760085,杭州市滨江区迎春北苑店
1116,广州海珠区江南大道南店
770032,南京江宁区麒麟锦城店
780045,宁波市江北区华业街店
5051,成都青羊区中铁西城店
710077,无锡南长区五星家园2店
205002,潮州市湘桥区新桥路店
3108,海口市美兰区新埠岛店
0327,深圳市坪山新区招商花园城店
0013,深圳南山区学府店
790125,重庆市渝北区巴山夜雨店
1257,中山东升镇丽景名筑店
720174,上海浦东新区年家浜路2店
0706,惠州惠城区螺仔湖一路店
0260,深圳罗湖区洪湖二街店
720164,上海徐汇区华发路店
770027,南京浦口区旭日爱上城店
1342,佛山三水区汇丰花园店
770006,南京江宁区天元吉第店
1126,广州海珠区水榕路
0176,深圳南山区南国丽城店
700083,武汉江岸区科技苑店
803039,合肥市庐阳区金域蓝湾店
803074,合肥市庐阳区瑞地祥和府店
0446,深圳市罗湖区翠华店
0031,深圳宝安区建安新村店
770005,南京秦淮区仙鹤桥店
740014,南昌青山湖区锦绣春天店
4018,义乌下车门街店
0625,东莞市常平镇丽景花园店
770119,南京市栖霞区花港玫瑰园店
